"x";"y";"t"
8;1;"2014-01-01 07:06:38"
23;56;"2014-01-01 07:06:46"
23;9;"2014-01-01 07:06:46"
40;22;"2014-01-01 07:06:51"
23;16;"2014-01-01 07:06:51"
23;22;"2014-01-01 07:06:51"
13;56;"2014-01-01 07:07:12"
7;16;"2014-01-01 07:07:13"
2;40;"2014-01-01 07:07:14"
31;26;"2014-01-01 07:07:17"
2;9;"2014-01-01 07:07:17"
14;4;"2014-01-01 07:07:34"
14;55;"2014-01-01 07:07:34"
14;22;"2014-01-01 07:07:40"
14;9;"2014-01-01 07:07:40"
9;23;"2014-01-01 07:07:41"
9;14;"2014-01-01 07:07:41"
56;2;"2014-01-01 07:08:02"
55;7;"2014-01-01 07:08:11"
55;13;"2014-01-01 07:08:11"
55;56;"2014-01-01 07:08:11"
16;35;"2014-01-01 07:08:12"
16;13;"2014-01-01 07:08:12"
35;22;"2014-01-01 07:08:28"
22;4;"2014-01-01 07:08:37"
22;40;"2014-01-01 07:08:41"
22;7;"2014-01-01 07:08:46"
22;23;"2014-01-01 07:08:46"
40;56;"2014-01-01 07:08:48"
40;16;"2014-01-01 07:08:48"
40;7;"2014-01-01 07:08:48"
23;14;"2014-01-01 07:08:49"
23;19;"2014-01-01 07:08:49"
40;13;"2014-01-01 07:08:55"
40;14;"2014-01-01 07:08:55"
21;43;"2014-01-01 07:09:02"
2;7;"2014-01-01 07:09:07"
7;4;"2014-01-01 07:09:13"
7;9;"2014-01-01 07:09:13"
13;2;"2014-01-01 07:09:15"
14;35;"2014-01-01 07:09:43"
9;2;"2014-01-01 07:09:43"
9;4;"2014-01-01 07:09:43"
9;16;"2014-01-01 07:09:48"
56;35;"2014-01-01 07:09:55"
16;22;"2014-01-01 07:10:01"
10;43;"2014-01-01 07:10:03"
19;35;"2014-01-01 07:10:10"
19;13;"2014-01-01 07:10:10"
19;22;"2014-01-01 07:10:10"
19;9;"2014-01-01 07:10:10"
43;21;"2014-01-01 07:10:16"
43;10;"2014-01-01 07:10:16"
48;4;"2014-01-01 07:10:28"
22;35;"2014-01-01 07:10:38"
22;19;"2014-01-01 07:10:38"
22;2;"2014-01-01 07:10:44"
22;7;"2014-01-01 07:10:50"
23;13;"2014-01-01 07:10:52"
40;19;"2014-01-01 07:11:03"
40;23;"2014-01-01 07:11:03"
2;23;"2014-01-01 07:11:06"
2;55;"2014-01-01 07:11:06"
2;35;"2014-01-01 07:11:06"
7;2;"2014-01-01 07:11:10"
7;35;"2014-01-01 07:11:10"
13;40;"2014-01-01 07:11:15"
13;19;"2014-01-01 07:11:15"
13;16;"2014-01-01 07:11:15"
2;19;"2014-01-01 07:11:15"
2;22;"2014-01-01 07:11:15"
2;56;"2014-01-01 07:11:15"
7;14;"2014-01-01 07:11:17"
7;19;"2014-01-01 07:11:17"
7;23;"2014-01-01 07:11:23"
7;55;"2014-01-01 07:11:23"
9;56;"2014-01-01 07:11:38"
14;13;"2014-01-01 07:11:40"
14;7;"2014-01-01 07:11:44"
14;22;"2014-01-01 07:11:44"
42;78;"2014-01-01 07:11:48"
56;14;"2014-01-01 07:11:51"
56;13;"2014-01-01 07:11:51"
56;7;"2014-01-01 07:11:51"
55;19;"2014-01-01 07:11:57"
55;16;"2014-01-01 07:11:57"
16;9;"2014-01-01 07:11:58"
19;14;"2014-01-01 07:11:59"
26;25;"2014-01-01 07:12:12"
35;19;"2014-01-01 07:12:16"
35;14;"2014-01-01 07:12:16"
8;1;"2014-01-01 07:12:43"
23;2;"2014-01-01 07:12:52"
22;13;"2014-01-01 07:12:58"
22;40;"2014-01-01 07:12:58"
5;1;"2014-01-01 07:12:58"
40;7;"2014-01-01 07:12:59"
40;56;"2014-01-01 07:12:59"
22;56;"2014-01-01 07:13:03"
22;23;"2014-01-01 07:13:07"
22;55;"2014-01-01 07:13:07"
2;23;"2014-01-01 07:13:11"
2;7;"2014-01-01 07:13:11"
13;14;"2014-01-01 07:13:14"
13;23;"2014-01-01 07:13:14"
13;55;"2014-01-01 07:13:14"
2;14;"2014-01-01 07:13:15"
13;7;"2014-01-01 07:13:19"
7;40;"2014-01-01 07:13:19"
7;22;"2014-01-01 07:13:19"
7;56;"2014-01-01 07:13:19"
7;2;"2014-01-01 07:13:19"
14;2;"2014-01-01 07:13:39"
14;35;"2014-01-01 07:13:41"
14;16;"2014-01-01 07:13:41"
9;2;"2014-01-01 07:13:42"
56;22;"2014-01-01 07:13:48"
9;14;"2014-01-01 07:13:49"
9;23;"2014-01-01 07:13:49"
9;7;"2014-01-01 07:13:49"
55;2;"2014-01-01 07:13:50"
19;55;"2014-01-01 07:13:56"
19;2;"2014-01-01 07:13:56"
16;56;"2014-01-01 07:14:02"
16;35;"2014-01-01 07:14:02"
16;7;"2014-01-01 07:14:02"
35;9;"2014-01-01 07:14:15"
35;13;"2014-01-01 07:14:15"
35;16;"2014-01-01 07:14:15"
23;16;"2014-01-01 07:14:51"
23;56;"2014-01-01 07:14:51"
23;9;"2014-01-01 07:14:51"
23;14;"2014-01-01 07:14:51"
23;55;"2014-01-01 07:14:56"
23;40;"2014-01-01 07:14:59"
40;9;"2014-01-01 07:15:02"
40;16;"2014-01-01 07:15:02"
40;22;"2014-01-01 07:15:06"
40;35;"2014-01-01 07:15:06"
22;35;"2014-01-01 07:15:09"
2;19;"2014-01-01 07:15:09"
22;16;"2014-01-01 07:15:12"
22;7;"2014-01-01 07:15:12"
13;40;"2014-01-01 07:15:17"
13;19;"2014-01-01 07:15:17"
13;2;"2014-01-01 07:15:17"
12;42;"2014-01-01 07:15:22"
7;9;"2014-01-01 07:15:22"
13;22;"2014-01-01 07:15:24"
13;23;"2014-01-01 07:15:31"
13;56;"2014-01-01 07:15:31"
9;55;"2014-01-01 07:15:44"
14;9;"2014-01-01 07:15:47"
16;14;"2014-01-01 07:15:57"
16;22;"2014-01-01 07:15:57"
1;29;"2014-01-01 07:15:58"
42;79;"2014-01-01 07:15:59"
19;48;"2014-01-01 07:16:00"
35;7;"2014-01-01 07:16:10"
35;56;"2014-01-01 07:16:15"
35;40;"2014-01-01 07:16:15"
76;24;"2014-01-01 07:16:27"
23;22;"2014-01-01 07:16:51"
23;35;"2014-01-01 07:16:55"
23;55;"2014-01-01 07:16:55"
40;7;"2014-01-01 07:16:58"
23;16;"2014-01-01 07:16:58"
5;1;"2014-01-01 07:17:02"
2;23;"2014-01-01 07:17:09"
2;55;"2014-01-01 07:17:09"
22;2;"2014-01-01 07:17:17"
7;14;"2014-01-01 07:17:18"
7;35;"2014-01-01 07:17:18"
7;23;"2014-01-01 07:17:18"
22;56;"2014-01-01 07:17:21"
13;7;"2014-01-01 07:17:39"
13;16;"2014-01-01 07:17:39"
13;9;"2014-01-01 07:17:39"
9;35;"2014-01-01 07:17:41"
14;8;"2014-01-01 07:17:42"
14;5;"2014-01-01 07:17:42"
13;40;"2014-01-01 07:17:43"
55;40;"2014-01-01 07:17:43"
55;35;"2014-01-01 07:17:43"
13;23;"2014-01-01 07:17:48"
56;40;"2014-01-01 07:17:49"
56;35;"2014-01-01 07:17:49"
19;5;"2014-01-01 07:18:02"
16;13;"2014-01-01 07:18:04"
16;55;"2014-01-01 07:18:04"
42;78;"2014-01-01 07:18:09"
35;16;"2014-01-01 07:18:18"
35;55;"2014-01-01 07:18:18"
48;19;"2014-01-01 07:18:25"
48;14;"2014-01-01 07:18:25"
8;19;"2014-01-01 07:18:45"
40;56;"2014-01-01 07:18:57"
40;9;"2014-01-01 07:18:57"
8;14;"2014-01-01 07:18:59"
23;13;"2014-01-01 07:19:06"
23;9;"2014-01-01 07:19:06"
2;9;"2014-01-01 07:19:06"
22;40;"2014-01-01 07:19:10"
22;16;"2014-01-01 07:19:10"
7;16;"2014-01-01 07:19:21"
7;13;"2014-01-01 07:19:21"
7;40;"2014-01-01 07:19:21"
7;22;"2014-01-01 07:19:21"
9;40;"2014-01-01 07:19:30"
9;16;"2014-01-01 07:19:30"
55;7;"2014-01-01 07:19:40"
55;13;"2014-01-01 07:19:40"
56;2;"2014-01-01 07:19:45"
35;9;"2014-01-01 07:20:15"
35;13;"2014-01-01 07:20:19"
43;21;"2014-01-01 07:20:19"
35;16;"2014-01-01 07:20:22"
8;29;"2014-01-01 07:20:51"
15;3;"2014-01-01 07:20:56"
22;13;"2014-01-01 07:21:11"
22;35;"2014-01-01 07:21:11"
9;22;"2014-01-01 07:21:23"
9;13;"2014-01-01 07:21:23"
55;9;"2014-01-01 07:21:44"
13;56;"2014-01-01 07:21:58"
13;22;"2014-01-01 07:21:58"
26;25;"2014-01-01 07:22:21"
25;26;"2014-01-01 07:22:35"
22;2;"2014-01-01 07:23:06"
8;1;"2014-01-01 07:23:20"
14;7;"2014-01-01 07:23:21"
23;27;"2014-01-01 07:23:30"
1;8;"2014-01-01 07:23:49"
56;23;"2014-01-01 07:23:53"
1;5;"2014-01-01 07:23:56"
7;14;"2014-01-01 07:25:11"
22;13;"2014-01-01 07:25:18"
55;16;"2014-01-01 07:25:45"
56;5;"2014-01-01 07:25:53"
1;27;"2014-01-01 07:25:58"
1;23;"2014-01-01 07:25:58"
13;2;"2014-01-01 07:26:11"
16;55;"2014-01-01 07:26:13"
24;160;"2014-01-01 07:26:35"
27;56;"2014-01-01 07:26:38"
27;8;"2014-01-01 07:26:38"
5;1;"2014-01-01 07:26:46"
15;3;"2014-01-01 07:26:52"
76;161;"2014-01-01 07:26:53"
2;22;"2014-01-01 07:27:14"
8;27;"2014-01-01 07:27:37"
8;23;"2014-01-01 07:27:37"
23;8;"2014-01-01 07:27:43"
23;5;"2014-01-01 07:27:43"
56;27;"2014-01-01 07:27:52"
56;1;"2014-01-01 07:27:52"
56;48;"2014-01-01 07:27:59"
56;8;"2014-01-01 07:27:59"
26;25;"2014-01-01 07:28:17"
24;161;"2014-01-01 07:28:32"
40;16;"2014-01-01 07:28:52"
40;55;"2014-01-01 07:28:52"
5;23;"2014-01-01 07:28:56"
23;48;"2014-01-01 07:29:32"
8;48;"2014-01-01 07:29:42"
8;56;"2014-01-01 07:29:42"
8;1;"2014-01-01 07:29:42"
55;40;"2014-01-01 07:29:48"
56;27;"2014-01-01 07:29:58"
1;5;"2014-01-01 07:30:04"
56;23;"2014-01-01 07:30:05"
16;40;"2014-01-01 07:30:14"
48;27;"2014-01-01 07:30:29"
48;23;"2014-01-01 07:30:29"
27;1;"2014-01-01 07:30:31"
27;5;"2014-01-01 07:30:31"
27;23;"2014-01-01 07:30:31"
9;22;"2014-01-01 07:31:13"
23;56;"2014-01-01 07:31:33"
13;2;"2014-01-01 07:31:56"
21;43;"2014-01-01 07:32:19"
5;27;"2014-01-01 07:33:01"
40;16;"2014-01-01 07:33:04"
22;2;"2014-01-01 07:33:14"
9;2;"2014-01-01 07:33:18"
55;16;"2014-01-01 07:33:53"
16;55;"2014-01-01 07:34:00"
32;120;"2014-01-01 07:34:34"
76;24;"2014-01-01 07:34:37"
25;26;"2014-01-01 07:34:46"
5;1;"2014-01-01 07:34:58"
8;27;"2014-01-01 07:35:32"
1;5;"2014-01-01 07:35:43"
43;21;"2014-01-01 07:36:11"
42;78;"2014-01-01 07:38:05"
42;79;"2014-01-01 07:38:05"
5;1;"2014-01-01 07:39:11"
23;27;"2014-01-01 07:39:47"
26;25;"2014-01-01 07:40:15"
43;10;"2014-01-01 07:42:01"
12;42;"2014-01-01 07:43:06"
42;78;"2014-01-01 07:44:08"
42;79;"2014-01-01 07:44:08"
5;1;"2014-01-01 07:44:52"
14;17;"2014-01-01 07:46:00"
25;26;"2014-01-01 07:46:33"
61;209;"2014-01-01 07:46:59"
42;78;"2014-01-01 07:48:07"
1;5;"2014-01-01 07:48:16"
1;8;"2014-01-01 07:48:16"
27;23;"2014-01-01 07:49:17"
4;21;"2014-01-01 07:49:52"
40;55;"2014-01-01 07:50:34"
2;55;"2014-01-01 07:51:30"
42;28;"2014-01-01 07:51:49"
40;16;"2014-01-01 07:52:31"
16;40;"2014-01-01 07:53:50"
8;1;"2014-01-01 07:53:53"
23;27;"2014-01-01 07:54:03"
21;4;"2014-01-01 07:54:26"
5;8;"2014-01-01 07:54:39"
24;76;"2014-01-01 07:54:49"
27;23;"2014-01-01 07:55:32"
8;5;"2014-01-01 07:56:00"
43;21;"2014-01-01 07:56:21"
21;43;"2014-01-01 07:56:40"
21;10;"2014-01-01 07:56:40"
21;18;"2014-01-01 08:00:38"
18;21;"2014-01-01 08:00:51"
16;55;"2014-01-01 08:02:42"
55;40;"2014-01-01 08:02:47"
55;16;"2014-01-01 08:02:47"
11;48;"2014-01-01 08:03:07"
42;78;"2014-01-01 08:03:44"
3;15;"2014-01-01 08:04:28"
40;55;"2014-01-01 08:04:38"
15;3;"2014-01-01 08:04:48"
5;1;"2014-01-01 08:04:49"
77;237;"2014-01-01 08:05:56"
14;7;"2014-01-01 08:06:27"
14;112;"2014-01-01 08:06:27"
14;21;"2014-01-01 08:06:27"
25;26;"2014-01-01 08:06:50"
7;112;"2014-01-01 08:07:08"
14;35;"2014-01-01 08:08:20"
14;40;"2014-01-01 08:08:20"
1;5;"2014-01-01 08:08:51"
40;35;"2014-01-01 08:09:06"
40;21;"2014-01-01 08:09:06"
40;14;"2014-01-01 08:09:06"
5;8;"2014-01-01 08:09:10"
40;112;"2014-01-01 08:09:13"
40;7;"2014-01-01 08:09:13"
5;1;"2014-01-01 08:09:17"
7;14;"2014-01-01 08:09:30"
7;21;"2014-01-01 08:09:30"
7;40;"2014-01-01 08:09:37"
42;28;"2014-01-01 08:09:53"
35;112;"2014-01-01 08:10:46"
21;40;"2014-01-01 08:11:15"
21;35;"2014-01-01 08:11:15"
21;112;"2014-01-01 08:11:15"
21;7;"2014-01-01 08:11:15"
56;21;"2014-01-01 08:11:17"
56;7;"2014-01-01 08:11:17"
56;112;"2014-01-01 08:11:24"
12;42;"2014-01-01 08:12:00"
14;56;"2014-01-01 08:12:18"
35;7;"2014-01-01 08:12:58"
25;26;"2014-01-01 08:13:22"
7;56;"2014-01-01 08:13:54"
14;21;"2014-01-01 08:14:17"
14;112;"2014-01-01 08:14:17"
14;7;"2014-01-01 08:14:17"
14;40;"2014-01-01 08:14:17"
42;28;"2014-01-01 08:14:28"
21;56;"2014-01-01 08:15:22"
40;21;"2014-01-01 08:15:35"
40;14;"2014-01-01 08:15:35"
40;112;"2014-01-01 08:15:35"
7;40;"2014-01-01 08:15:59"
7;112;"2014-01-01 08:15:59"
21;14;"2014-01-01 08:17:13"
21;40;"2014-01-01 08:17:13"
5;1;"2014-01-01 08:17:47"
14;40;"2014-01-01 08:18:29"
21;112;"2014-01-01 08:19:16"
26;25;"2014-01-01 08:20:24"
9;168;"2014-01-01 08:20:40"
14;12;"2014-01-01 08:20:43"
16;40;"2014-01-01 08:20:59"
43;10;"2014-01-01 08:21:10"
56;46;"2014-01-01 08:21:12"
55;40;"2014-01-01 08:21:15"
12;14;"2014-01-01 08:21:58"
12;112;"2014-01-01 08:22:05"
42;28;"2014-01-01 08:22:51"
25;26;"2014-01-01 08:23:20"
27;23;"2014-01-01 08:23:53"
8;1;"2014-01-01 08:24:20"
14;112;"2014-01-01 08:24:43"
9;168;"2014-01-01 08:24:50"
55;40;"2014-01-01 08:25:07"
3;15;"2014-01-01 08:25:29"
40;55;"2014-01-01 08:25:40"
14;21;"2014-01-01 08:26:48"
14;7;"2014-01-01 08:26:48"
16;40;"2014-01-01 08:26:49"
13;9;"2014-01-01 08:26:57"
13;168;"2014-01-01 08:26:57"
13;112;"2014-01-01 08:26:57"
21;14;"2014-01-01 08:27:16"
40;16;"2014-01-01 08:27:45"
12;77;"2014-01-01 08:28:12"
42;28;"2014-01-01 08:28:36"
32;121;"2014-01-01 08:28:51"
7;21;"2014-01-01 08:30:11"
7;14;"2014-01-01 08:30:11"
9;13;"2014-01-01 08:30:45"
21;7;"2014-01-01 08:31:10"
5;1;"2014-01-01 08:31:44"
5;8;"2014-01-01 08:31:51"
13;168;"2014-01-01 08:32:59"
10;43;"2014-01-01 08:33:06"
16;40;"2014-01-01 08:33:08"
43;10;"2014-01-01 08:33:26"
9;13;"2014-01-01 08:34:46"
13;9;"2014-01-01 08:35:00"
43;10;"2014-01-01 08:37:40"
42;78;"2014-01-01 08:38:44"
27;23;"2014-01-01 08:40:01"
8;5;"2014-01-01 08:40:32"
9;13;"2014-01-01 08:40:53"
13;168;"2014-01-01 08:41:08"
3;15;"2014-01-01 08:41:40"
23;27;"2014-01-01 08:42:40"
42;78;"2014-01-01 08:44:45"
42;28;"2014-01-01 08:44:45"
24;162;"2014-01-01 08:45:20"
7;162;"2014-01-01 08:46:22"
43;10;"2014-01-01 08:47:35"
5;8;"2014-01-01 08:48:07"
5;1;"2014-01-01 08:48:07"
40;16;"2014-01-01 08:48:10"
1;8;"2014-01-01 08:48:30"
21;127;"2014-01-01 08:48:41"
16;40;"2014-01-01 08:49:16"
23;27;"2014-01-01 08:50:37"
21;118;"2014-01-01 08:50:41"
14;21;"2014-01-01 08:50:49"
10;43;"2014-01-01 08:51:24"
27;23;"2014-01-01 08:52:13"
8;1;"2014-01-01 08:52:41"
14;7;"2014-01-01 08:52:54"
76;162;"2014-01-01 08:54:22"
7;21;"2014-01-01 08:54:30"
40;16;"2014-01-01 08:55:56"
14;21;"2014-01-01 08:57:01"
77;12;"2014-01-01 08:57:11"
16;55;"2014-01-01 08:57:24"
55;40;"2014-01-01 08:57:44"
40;55;"2014-01-01 08:57:58"
15;25;"2014-01-01 08:58:08"
7;21;"2014-01-01 08:58:29"
10;37;"2014-01-01 08:59:34"
55;178;"2014-01-01 08:59:49"
55;16;"2014-01-01 08:59:49"
25;61;"2014-01-01 08:59:56"
61;25;"2014-01-01 09:00:00"
23;27;"2014-01-01 09:00:57"
8;5;"2014-01-01 09:00:57"
27;23;"2014-01-01 09:02:20"
42;78;"2014-01-01 09:03:13"
23;27;"2014-01-01 09:05:08"
16;40;"2014-01-01 09:05:26"
16;178;"2014-01-01 09:05:33"
43;37;"2014-01-01 09:05:44"
24;162;"2014-01-01 09:05:48"
55;40;"2014-01-01 09:05:49"
40;55;"2014-01-01 09:06:11"
21;14;"2014-01-01 09:06:59"
27;23;"2014-01-01 09:08:25"
7;21;"2014-01-01 09:08:36"
14;21;"2014-01-01 09:09:20"
26;15;"2014-01-01 09:09:22"
43;37;"2014-01-01 09:09:51"
55;40;"2014-01-01 09:10:00"
1;8;"2014-01-01 09:10:23"
15;26;"2014-01-01 09:10:24"
8;1;"2014-01-01 09:11:12"
42;28;"2014-01-01 09:11:19"
16;55;"2014-01-01 09:11:35"
8;5;"2014-01-01 09:13:21"
16;40;"2014-01-01 09:13:43"
10;43;"2014-01-01 09:13:46"
12;77;"2014-01-01 09:14:47"
43;10;"2014-01-01 09:16:02"
43;37;"2014-01-01 09:16:02"
25;131;"2014-01-01 09:16:06"
40;16;"2014-01-01 09:16:14"
5;8;"2014-01-01 09:16:18"
7;21;"2014-01-01 09:16:45"
9;13;"2014-01-01 09:17:33"
76;127;"2014-01-01 09:18:08"
61;131;"2014-01-01 09:18:14"
27;23;"2014-01-01 09:18:44"
21;14;"2014-01-01 09:19:07"
14;21;"2014-01-01 09:19:31"
8;1;"2014-01-01 09:19:31"
16;40;"2014-01-01 09:19:47"
24;127;"2014-01-01 09:19:50"
55;40;"2014-01-01 09:20:07"
76;24;"2014-01-01 09:20:11"
76;162;"2014-01-01 09:22:09"
40;16;"2014-01-01 09:22:23"
21;14;"2014-01-01 09:23:08"
23;27;"2014-01-01 09:23:13"
9;13;"2014-01-01 09:23:35"
25;131;"2014-01-01 09:24:16"
43;10;"2014-01-01 09:24:21"
24;162;"2014-01-01 09:26:04"
24;76;"2014-01-01 09:26:04"
7;243;"2014-01-01 09:26:56"
14;21;"2014-01-01 09:27:30"
14;7;"2014-01-01 09:27:30"
10;43;"2014-01-01 09:28:03"
76;24;"2014-01-01 09:28:18"
27;23;"2014-01-01 09:28:50"
7;14;"2014-01-01 09:28:52"
7;21;"2014-01-01 09:28:59"
21;243;"2014-01-01 09:29:05"
21;14;"2014-01-01 09:29:05"
21;7;"2014-01-01 09:29:05"
9;13;"2014-01-01 09:29:36"
42;80;"2014-01-01 09:29:39"
25;61;"2014-01-01 09:30:20"
13;9;"2014-01-01 09:31:24"
14;21;"2014-01-01 09:31:41"
76;24;"2014-01-01 09:32:39"
5;80;"2014-01-01 09:32:51"
24;76;"2014-01-01 09:34:08"
1;3;"2014-01-01 09:34:19"
61;131;"2014-01-01 09:34:23"
25;131;"2014-01-01 09:34:43"
3;1;"2014-01-01 09:36:24"
6;236;"2014-01-01 09:36:39"
61;25;"2014-01-01 09:38:33"
16;40;"2014-01-01 09:40:09"
25;131;"2014-01-01 09:40:29"
40;16;"2014-01-01 09:40:37"
40;55;"2014-01-01 09:40:37"
56;258;"2014-01-01 09:42:22"
24;163;"2014-01-01 09:44:15"
25;61;"2014-01-01 09:46:43"
21;7;"2014-01-01 09:47:14"
16;55;"2014-01-01 09:48:20"
43;10;"2014-01-01 09:48:38"
76;24;"2014-01-01 09:49:06"
14;21;"2014-01-01 09:49:53"
14;7;"2014-01-01 09:49:53"
24;76;"2014-01-01 09:50:20"
6;236;"2014-01-01 09:51:02"
12;113;"2014-01-01 09:51:19"
16;40;"2014-01-01 09:52:25"
40;16;"2014-01-01 09:55:01"
7;14;"2014-01-01 09:55:18"
7;21;"2014-01-01 09:55:18"
61;25;"2014-01-01 09:56:53"
21;14;"2014-01-01 09:56:57"
7;214;"2014-01-01 09:57:26"
23;27;"2014-01-01 09:57:29"
13;169;"2014-01-01 09:57:53"
21;214;"2014-01-01 09:58:46"
21;7;"2014-01-01 09:58:46"
14;7;"2014-01-01 09:59:36"
14;21;"2014-01-01 09:59:36"
9;169;"2014-01-01 09:59:46"
61;25;"2014-01-01 10:01:00"
6;236;"2014-01-01 10:01:08"
7;14;"2014-01-01 10:01:34"
13;9;"2014-01-01 10:01:44"
14;214;"2014-01-01 10:01:44"
9;13;"2014-01-01 10:01:55"
21;14;"2014-01-01 10:02:40"
23;27;"2014-01-01 10:03:16"
7;214;"2014-01-01 10:03:37"
55;16;"2014-01-01 10:04:48"
7;21;"2014-01-01 10:05:47"
7;14;"2014-01-01 10:05:47"
14;214;"2014-01-01 10:05:59"
14;7;"2014-01-01 10:05:59"
25;61;"2014-01-01 10:07:19"
21;7;"2014-01-01 10:10:59"
6;236;"2014-01-01 10:11:23"
23;27;"2014-01-01 10:11:23"
12;113;"2014-01-01 10:11:33"
7;215;"2014-01-01 10:11:40"
7;216;"2014-01-01 10:11:40"
27;23;"2014-01-01 10:13:31"
31;20;"2014-01-01 10:13:54"
14;215;"2014-01-01 10:14:19"
26;42;"2014-01-01 10:14:36"
24;76;"2014-01-01 10:14:50"
14;21;"2014-01-01 10:16:18"
21;14;"2014-01-01 10:16:32"
4;35;"2014-01-01 10:16:56"
13;9;"2014-01-01 10:18:11"
21;215;"2014-01-01 10:18:42"
35;4;"2014-01-01 10:18:44"
24;76;"2014-01-01 10:18:54"
24;33;"2014-01-01 10:18:54"
7;215;"2014-01-01 10:19:32"
2;264;"2014-01-01 10:19:50"
14;7;"2014-01-01 10:20:11"
7;14;"2014-01-01 10:21:23"
6;80;"2014-01-01 10:21:31"
31;23;"2014-01-01 10:21:44"
9;13;"2014-01-01 10:22:11"
23;31;"2014-01-01 10:22:11"
21;215;"2014-01-01 10:22:55"
21;7;"2014-01-01 10:22:55"
6;236;"2014-01-01 10:23:31"
14;118;"2014-01-01 10:24:09"
35;4;"2014-01-01 10:24:57"
7;215;"2014-01-01 10:25:28"
13;9;"2014-01-01 10:26:38"
7;118;"2014-01-01 10:27:37"
14;215;"2014-01-01 10:28:06"
14;7;"2014-01-01 10:28:06"
16;40;"2014-01-01 10:28:50"
13;9;"2014-01-01 10:28:57"
21;118;"2014-01-01 10:29:27"
7;21;"2014-01-01 10:29:43"
7;215;"2014-01-01 10:29:43"
55;16;"2014-01-01 10:30:27"
40;16;"2014-01-01 10:31:33"
9;13;"2014-01-01 10:32:03"
35;4;"2014-01-01 10:32:52"
55;16;"2014-01-01 10:34:39"
16;40;"2014-01-01 10:34:46"
16;55;"2014-01-01 10:34:46"
4;35;"2014-01-01 10:35:05"
13;9;"2014-01-01 10:35:18"
21;118;"2014-01-01 10:35:25"
21;14;"2014-01-01 10:35:25"
14;162;"2014-01-01 10:36:02"
40;55;"2014-01-01 10:37:39"
48;76;"2014-01-01 10:38:30"
14;7;"2014-01-01 10:39:58"
14;21;"2014-01-01 10:40:05"
21;118;"2014-01-01 10:41:17"
7;14;"2014-01-01 10:41:55"
7;21;"2014-01-01 10:41:55"
31;23;"2014-01-01 10:42:05"
9;13;"2014-01-01 10:42:12"
21;14;"2014-01-01 10:43:13"
13;9;"2014-01-01 10:43:25"
12;113;"2014-01-01 10:43:54"
7;162;"2014-01-01 10:43:55"
14;216;"2014-01-01 10:44:10"
14;162;"2014-01-01 10:44:10"
48;76;"2014-01-01 10:44:38"
9;13;"2014-01-01 10:44:39"
43;10;"2014-01-01 10:44:42"
22;37;"2014-01-01 10:45:01"
23;31;"2014-01-01 10:45:04"
21;162;"2014-01-01 10:45:21"
21;7;"2014-01-01 10:45:21"
6;80;"2014-01-01 10:45:49"
21;215;"2014-01-01 10:47:42"
7;14;"2014-01-01 10:47:53"
35;4;"2014-01-01 10:48:41"
13;9;"2014-01-01 10:49:37"
4;35;"2014-01-01 10:51:29"
55;16;"2014-01-01 10:51:50"
14;163;"2014-01-01 10:52:49"
9;13;"2014-01-01 10:52:52"
7;21;"2014-01-01 10:53:40"
12;113;"2014-01-01 10:53:46"
35;4;"2014-01-01 10:54:48"
48;76;"2014-01-01 10:54:53"
5;253;"2014-01-01 10:57:25"
13;9;"2014-01-01 10:57:53"
21;7;"2014-01-01 10:58:07"
12;49;"2014-01-01 10:59:50"
21;14;"2014-01-01 11:00:05"
48;76;"2014-01-01 11:00:53"
16;55;"2014-01-01 11:01:23"
14;21;"2014-01-01 11:01:28"
55;242;"2014-01-01 11:02:06"
55;16;"2014-01-01 11:02:06"
55;243;"2014-01-01 11:02:13"
7;14;"2014-01-01 11:06:04"
12;49;"2014-01-01 11:06:29"
14;7;"2014-01-01 11:07:33"
5;253;"2014-01-01 11:07:41"
22;30;"2014-01-01 11:07:50"
21;7;"2014-01-01 11:08:29"
5;253;"2014-01-01 11:10:08"
21;14;"2014-01-01 11:10:20"
1;3;"2014-01-01 11:11:35"
14;21;"2014-01-01 11:11:44"
35;4;"2014-01-01 11:11:59"
15;233;"2014-01-01 11:12:21"
15;138;"2014-01-01 11:12:21"
4;35;"2014-01-01 11:15:51"
43;10;"2014-01-01 11:16:20"
13;9;"2014-01-01 11:16:40"
22;30;"2014-01-01 11:17:54"
14;21;"2014-01-01 11:17:56"
9;13;"2014-01-01 11:18:07"
3;1;"2014-01-01 11:18:13"
12;113;"2014-01-01 11:19:05"
16;55;"2014-01-01 11:20:05"
15;233;"2014-01-01 11:20:39"
15;138;"2014-01-01 11:20:39"
7;21;"2014-01-01 11:20:39"
7;14;"2014-01-01 11:20:39"
1;3;"2014-01-01 11:21:45"
3;1;"2014-01-01 11:22:32"
21;14;"2014-01-01 11:22:39"
21;7;"2014-01-01 11:22:39"
77;58;"2014-01-01 11:22:59"
12;113;"2014-01-01 11:23:15"
4;35;"2014-01-01 11:23:50"
14;7;"2014-01-01 11:24:10"
7;21;"2014-01-01 11:27:14"
14;56;"2014-01-01 11:28:19"
16;179;"2014-01-01 11:28:29"
21;14;"2014-01-01 11:28:31"
13;9;"2014-01-01 11:28:37"
55;179;"2014-01-01 11:28:43"
48;76;"2014-01-01 11:29:15"
56;21;"2014-01-01 11:29:18"
56;7;"2014-01-01 11:29:18"
56;14;"2014-01-01 11:29:18"
